title,company,location,how_old,link
DESENVOLVEDOR FULL STACK SR,Positivo Tecnologia,"Curitiba, PR",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6d2d788936864e36&fccid=0d0653c8d098c271&vjs=3
Analista Gestão Crédito Estruturado,Opea,"São Paulo, SP",Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=b6cb373fd68c165f&fccid=12cc789ac31be695&vjs=3
Cientista de Dados Python (remoto),GeekHunter,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2a687c91b99cfdaf&fccid=9ba8dec3013c0c90&vjs=3
Desenvolvedor Backend Python Pleno,Softfocus,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=233e6ec0fa36f2b0&fccid=d6437f93979739e2&vjs=3
Assistente de Risco,Órama,"Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=61aabab362371d86&fccid=704967faf7b662a6&vjs=3
Software development engineer - intern,CSG,"Londrina, PR",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=aa0a51b09b437dd1&fccid=ee8519c5c256c6b3&vjs=3
Desenvolvedor Backend Python Pleno,STORMGROUP,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ee26913d52ce1135&fccid=2404d9972c04d23e&vjs=3
Cientista de Dados,Telhanorte - Saint Gobain,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4b0ab558b2b158e4&fccid=5d93a7db46bd9612&vjs=3
Pessoa Analista SRE/ DevOps Sênior (Vaga Remota),Bankly,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3aa7eb8be510c7ec&fccid=752e5cd79a6b52b8&vjs=3
Analista em QA e Testes Automatizados SR,Landix Sistemas,"Home office in Uberlândia, MG",EmployerAtiva 7 dias atrás,https://br.indeed.com/company/Landix-Sistemas/jobs/Analista-QA-Testes-Automatizados-Senior-75fccdf63613e932?fccid=1069badcfdc20b35&vjs=3
Back-End Developer Júnior,Celero,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2484020019ae7fc1&fccid=d19802f25506b939&vjs=3
Assistente de BI(Business Intelligence ) - Canarana/MT,Sicredi,"Canarana, MT",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2ebd13a73b6f2716&fccid=0bedb393cb03c383&vjs=3
Analista de Dados Sênior,AgroGalaxy,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=e296f6b772f28a72&fccid=2eb2d8151044bef5&vjs=3
Pessoa Desenvolvedora Full Stack [Python Javascript],Mercos,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=216d7200aff1ffe8&fccid=cb5a5802959f732b&vjs=3
Gte Riscos Varejo,Santander,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8f029cc04f2a1a8a&fccid=e57a47a3d1d90e39&vjs=3
Analista de Dados Sênior,AgroGalaxy,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=e296f6b772f28a72&fccid=2eb2d8151044bef5&vjs=3
Pessoa Desenvolvedora Full Stack [Python Javascript],Mercos,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=216d7200aff1ffe8&fccid=cb5a5802959f732b&vjs=3
Gte Riscos Varejo,Santander,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8f029cc04f2a1a8a&fccid=e57a47a3d1d90e39&vjs=3
Software Engineer (Data),Oportunidades Gobetti RH,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=f7b10db2beeaf665&fccid=5aabc083e6b8a70a&vjs=3
Cientista de Dados,Cielo,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7e89f69f7c0571b7&fccid=914d1e1f722393dc&vjs=3
Analista de Pesquisa de Mercado,Instituto Olhar,"Belo Horizonte, MG",EmployerAtiva 7 dias atrás,https://br.indeed.com/company/Umanse/jobs/Analista-Pesquisa-Mercado-2478217a31efef08?fccid=5f28a4b6e236d421&vjs=3
Customer Success Ops Associate,Atlas Governance,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cb91240da9d78afc&fccid=6b24ff35a6d4705f&vjs=3
Analista de Risco de Crédito Sênior,Sicredi,"Hybrid remote in Porto Alegre, RS",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=dc75d53e57d9c2da&fccid=0bedb393cb03c383&vjs=3
Especialista em Inteligência Agrícola,Grupo Sinagro,"Goiânia, GO",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d9b88f3964440bdc&fccid=3252f33bd906c8fb&vjs=3
Pessoa Desenvolvedora Backend,Vagas na Nomad,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1939808102eba97d&fccid=dc4e5a686ca32a7f&vjs=3
Pessoa Desenvolvedora Back End PL,MadeiraMadeira,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=22b9d9a1619df73b&fccid=7522264cf9717691&vjs=3
ESTÁGIO TALENTO - MARKETING DIGITAL,Lojas Quero-Quero,"Cachoeirinha, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=818b60ea242caecb&fccid=03622d1d00114568&vjs=3
Dev Full Stack,Bradoo Technologies,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0d3d0879065ddbcd&fccid=058efdd5d8c8fd06&vjs=3
Analista Sênior de Prevenção à Fraude - Anaytics,banQi,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5b0d6253c9918cf0&fccid=e35d0a3c34dbda60&vjs=3
Data Scientist,Ambev Tech,"Campinas, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=ae1a3893f5555935&fccid=659e51f3cf9c394c&vjs=3
Trainee Cloud Engineer/Architect,IPNET Growth Partner,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=163ac8f4bdcc218c&fccid=ce5040ca5ff46bf1&vjs=3
Engenheiro de Software Full Stack (JavaScript e Python),Turing.com,Home office,Postedhá 16 dias,https://br.indeed.com/company/Turing.com/jobs/Engenheiro-Software-Full-Stack-5ff4548e644dc5c1?fccid=a2e0cbec0b626661&vjs=3
Senior Game Development Engineer,Javary Co.,"Pinheiros, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3bc12d035f3b35b4&fccid=edb0a6e03a9c4b05&vjs=3
Machine Learning,MOST Specialist Technologies,"Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b9cfa279e2717ec1&fccid=164a79a2d47e57e3&vjs=3
QA Tester,Bexs,"São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=1b29eb39f737f4aa&fccid=852a595a80b823ae&vjs=3
Desenvolvedor Python (21993),EVT,"São Paulo, SP",Postedhá 24 dias,https://br.indeed.com/rc/clk?jk=8fc607776efdae48&fccid=a1d2ec9b3fb65d05&vjs=3
Desenvolvedor Back-end Node.JS,Innolevels,"São Paulo, SP",EmployerAtiva 15 dias atrás,https://br.indeed.com/company/Innolevels/jobs/Desenvolvedor-Back-End-Node-Js-accc09e39dc94559?fccid=b98f3184c24b89e7&vjs=3
Desenvolvedor Full Stack - Jardim Aquarius,Jobbol,"São José dos Campos, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=c09573eaa8599e22&fccid=c64032edc49f7500&vjs=3
Sr. DevOps Engineer (Go or Python or Ruby) – Construction,Truelogic Software,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=f034b80181ec25bf&fccid=e0d3c38393df6dda&vjs=3
Consultor(a) Sênior - Gestão de Riscos (Indústria Financeira),EY,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=fbe951917846c6d1&fccid=1544766d4c2915b0&vjs=3
Desenvolvedor(a) Python Pleno,Opencircle,"Home office in São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=c331a201158f05b7&fccid=66a6625959ce4b3f&vjs=3
Analista DevSecOps PL,Certsys,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=0e10f098bc96cde7&fccid=9796029a24c9d03e&vjs=3
React + Python Developer - Remote - Latin America,FullStack Labs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=72751b4f435a5a43&fccid=9c6c0fa81112149a&vjs=3
Pessoa Desenvolvedora RPA JR/PL - Remotas ou Presenciais,Zallpy Digital,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c366f5f87b1bf3e8&fccid=2ac78f54db705d75&vjs=3
Analista de Dados Pleno,Bridge & Co.,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=8f5cfbdb2b05c2db&fccid=cb5c00a44b9e557f&vjs=3
Analista de Migração de Dados (1355),Keep Simple,"Home office in Uberaba, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9750dc2695ce6aa7&fccid=0e7a2b7d426aa1e3&vjs=3
"Desenvolvedor Python Backend (Django, REST API e SQL)",Turing.com,Home office,Postedhá 29 dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Python-Backend-c488ba639601d728?fccid=a2e0cbec0b626661&vjs=3
Estagiário de Risco e Modelagem,C&A,"Home office in Barueri, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3f649315d953594e&fccid=a4cd2f6890a2a328&vjs=3
Desenvolvedor(a) Back-end Sênior (Python) - Squad Soluções Sociais,Luizalabs,Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=860fb9d788108eca&fccid=5d64e462228ff346&vjs=3
Desenvolvedor(a) Back-end Júnior (Java) - Tribo Marketplace Netshoes,Luizalabs,Brasil,Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=427a2ecb710dd55c&fccid=5d64e462228ff346&vjs=3
Especialista de Marketing,Cielo,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=40badb8a0f7bb5e7&fccid=914d1e1f722393dc&vjs=3
"Cientista de Dados Sênior (ML, R e Python)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Cientista-Dados-S%C3%AAnior-1bc2ea5c8cb4b65b?fccid=a2e0cbec0b626661&vjs=3
Desenvolvedor(a) de B.I,Algar Tech,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b96bf202c5339060&fccid=24e281b069f9195d&vjs=3
Software Engineer - Intern,Tony Veículos/Oncar,"Hybrid remote in São José dos Campos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1dcac529bfd3a7ef&fccid=dd616958bd9ddc12&vjs=3
Data Science,Cielo,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=defa938a1b29b823&fccid=914d1e1f722393dc&vjs=3
Cientista de Dados,Vinny Freitas Coach,"Belo Horizonte, MG",EmployerAtiva 6 dias atrás,https://br.indeed.com/company/Vinny-Freitas-Coach/jobs/Cientista-Dados-3c72910cbdbe1d13?fccid=e70e87a518ba09ce&vjs=3
Pessoa Desenvolvedora Fullstack Python/React Sr.,Nkey,"Home office in Florianópolis, SC",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=1f61713f5f79a3a8&fccid=c72bc7e3a93b1222&vjs=3
Internal Auditor,Revolut,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=0509f6d2461c721c&fccid=1c00ce6833fa8f3d&vjs=3
Pessoa Desenvolvedora Backend,Bild Desenvolvimento Imobiliário,Home office,Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=a6dadeb85da19879&fccid=031362d948698b1a&vjs=3
Analista de Suporte N2 - Segmento Financeiro,DB,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1497c74265b2a1ab&fccid=98832d38444d971b&vjs=3
Desenvolvedor(a) Full-stack Python pleno,GeekHunter,"Home office in São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=b8520ea8e66c4426&fccid=9ba8dec3013c0c90&vjs=3
Data Scientist,Big Data,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9c0a146521141e75&fccid=1cd40d642f183854&vjs=3
Especialista de monitoração e observabilidade,Vertem,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0b38ee682dda8bb5&fccid=a4b2940c7f52e87d&vjs=3
Engenheira de Machine Learning Sênior,CUPRH,Home office,Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=c10b89d8a48e0b77&fccid=f4683c5c6585f0ff&vjs=3
Analista de Planejamento de Demanda,Vem para Cellera,"Indaiatuba, SP",Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=d18caa18e40e3eae&fccid=dd616958bd9ddc12&vjs=3
Estágio em Tecnologia,BETUNEL,"Rio de Janeiro, RJ",EmployerAtiva 6 dias atrás,https://br.indeed.com/company/Betunel/jobs/Est%C3%A1gio-Tecnologia-18f5b86f3d6c684e?fccid=1cbae2219bc01803&vjs=3
Principal Data Scientist - QuantumBlack,McKinsey & Company,"Rio de Janeiro, RJ",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=03706755b03ce482&fccid=6576e7250aa78c3c&vjs=3
Sustaining Operations Engineer,Canonical - Jobs,,PostedHoje,https://br.indeed.com/rc/clk?jk=b5127365c424c14e&fccid=d40b824c7b625849&vjs=3
Product Design Principal Scientist / Crop Science,Bayer,"Uberlândia, MG",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=2704405f20441b7c&fccid=e08122e0e993cc32&vjs=3
Estagiário Full Stack Developer,Precifica,"São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=d6ee23192c86cf3b&fccid=29c323c3fb1c0fcb&vjs=3
QA / Tester - JR,SiDi,"Home office in Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=491f59195794a4ad&fccid=d944f1c7c41daa58&vjs=3
"Software Engineer - Golang, Python, Android - Anbox Cloud",Canonical - Jobs,,Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=92381efcf19d7e88&fccid=d40b824c7b625849&vjs=3
Engenheiro Cloud,New Way,Home office,PostedHoje,https://br.indeed.com/rc/clk?jk=205f2fd3ab6b3ae2&fccid=53c24f5a643e1096&vjs=3
"Desenvolvedor Full Stack (Python, NodeJS, Golang, ReactJS, Angular e Vue)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Full-Stack-d8c1f907311cab31?fccid=a2e0cbec0b626661&vjs=3
Business Intelligence Developer (Remoto),Looqbox,,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=7465a5e7c3eddee4&fccid=9d68b046e5894c8d&vjs=3
Coordenador de Políticas de Crédito,Banco BV,"São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=8da3b972bd0ca2f4&fccid=ceee6c892674bc45&vjs=3
Desenvolvedor de Software Machine Learning - JR,SiDi,"Home office in Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=469baf1447b77373&fccid=d944f1c7c41daa58&vjs=3
Cientista de Dados Sr,EY,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=0bd80fee44b0b273&fccid=1544766d4c2915b0&vjs=3
Analista SAS,Innolevels,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/company/Innolevels/jobs/Analista-SAS-3e91974328567034?fccid=b98f3184c24b89e7&vjs=3
Cyber Security Associate - AppSec,Atlas Governance,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=0e297a4bdc4d7b0a&fccid=6b24ff35a6d4705f&vjs=3
Data Engineer Python| Collibra,CAPCO,"São Paulo, SP",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=f24c68e7a896ad82&fccid=c2a63affe8751868&vjs=3
Business Intelligence,Social Bank,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=06e54d170141bdce&fccid=a4b608c7d7395a2a&vjs=3
Desenvolvedor(a) Full-stack Python,GeekHunter,"Home office in Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=51a80037b6206552&fccid=9ba8dec3013c0c90&vjs=3
Analista de Políticas de Cobrança Sr. (São Paulo),Itaú,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=b40220546e5b0882&fccid=df3b23afae2f3514&vjs=3
DESENVOLVEDOR PYTHON JR,Não encontrada,"Campinas, SP",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=17b246b0c0adf7a0&fccid=dd616958bd9ddc12&vjs=3
Analista de Dados Pleno,Bemobi,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d4202f18fb2cfbc4&fccid=a87550975560bb8d&vjs=3
Estágio Desenvolvimento Software Embarcado,ART - Alta Rail Technology,"Colombo, PR",Postedhá 27 dias,https://br.indeed.com/rc/clk?jk=58800ebc4627de9d&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor(a) Web - Full Stack,Não encontrada,Home office,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=129a9b720e684d24&fccid=dd616958bd9ddc12&vjs=3
Redes (NRE),PayGo Pagamentos,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cca4e038fc47f96f&fccid=86a771524ff50407&vjs=3
Data Analyst,Big Data,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8bc367472fdabd51&fccid=1cd40d642f183854&vjs=3
Jr. QA Engineer,Wex Europe Services Ltd,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b2d0ac847ed345ae&fccid=67cf6319601a0310&vjs=3
Jr. QA Engineer,WEX Inc.,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=06af9299a223e31a&fccid=c9538b927313f8e0&vjs=3
Estágio em Crédito,Farm Investimentos,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f8fd7931d43a3d65&fccid=a97e0ad009859080&vjs=3
Analista JR - Estatístico (Santana de Parnaíba-SP),Embracon,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=61cb76ea7a9ee5ec&fccid=7b8c7b8035fd38ca&vjs=3
Coordenador de Modelagem Estatística (Crédito) | REALIZE,REALIZE CFI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1d917de27f120364&fccid=e4bcb81ca9203d45&vjs=3
Data Scientist - Geospatial & Agriculture Analytics,McKinsey & Company,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b82806360ec7df77&fccid=6576e7250aa78c3c&vjs=3
Desenvolvedor Back End,Flix,"Home office in São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=3e9018906fe4f702&fccid=b7505b3fcef72635&vjs=3
DESENVOLVEDOR BACK-END PLENO,DG SOLUTIONS DO BRASIL LTDA,"Home office in Curitiba, PR",EmployerAtiva 2 dias atrás,https://br.indeed.com/company/DG-SOLUTIONS-DO-BRASIL-LTDA/jobs/Desenvolvedor-Back-End-Pleno-0136371e14cf2653?fccid=908d394c560d5f24&vjs=3
Programador Backend - Remoto,EMPREGARE EXPRESS,"Home office in São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=8ad741d516031cfa&fccid=7aad578c1d581c00&vjs=3
Sr. Data Analyst,Yara,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=3087e87c8de656f5&fccid=170dafc5aba5f055&vjs=3
Software Engineer (Apps) 4,Wex Europe Services Ltd,Home office,Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=1d81d47ea6fc81a4&fccid=67cf6319601a0310&vjs=3
Software Engineer (Apps) 4,WEX Inc.,Home office,Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=a87eaa436122d501&fccid=c9538b927313f8e0&vjs=3
Optical Intern,NOKIA,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=77ba43324a9beb71&fccid=3444e7c94299ba32&vjs=3
QA Web (Registration),Tech Mahindra,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c36dd6467bf3f76c&fccid=97299926ef79b544&vjs=3
VAGA DE ANALISTA DE DESENVOLVIMENTO DE SISTEMAS,Freedom Enterprise,"Curitiba, PR",EmployerAtiva 2 dias atrás,https://br.indeed.com/company/Freedom-Enterprise/jobs/Analista-Desenvolvimento-Sistemas-9170a9c0c4bd9d6d?fccid=5626c8e43166f836&vjs=3
FullStack Developer (Python + Angular),Dixtior Consulting,Exterior,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=4fe600921208af43&fccid=ab39e1ecdd6f38e7&vjs=3
Senior Software Engineer - Python (Operator Development),Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=dae1008bf42cb3a0&fccid=d40b824c7b625849&vjs=3
"Desenvolvedor Frontend (Python, Java e JavaScript)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Frontend-cfe6be4a48bc611d?fccid=a2e0cbec0b626661&vjs=3
Analista de Produto (vaga focada em mulheres),Itaú,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=68e8b9ef3a1c5aa1&fccid=df3b23afae2f3514&vjs=3
Tech Lead Full Stack,Mercado Bitcoin,"Home office in São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=35704d8dabe886a7&fccid=9283371e84986535&vjs=3
Cientista de dados,Genial Externo,"São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=a0f59b44e0d71f80&fccid=c4660dddc0a7b0c4&vjs=3
Cientista de Dados SR,Vem ser CESAR!,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2afe24cc38fb05c9&fccid=dd616958bd9ddc12&vjs=3
Cientista de Dados Sênior,CredPago,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=6be309fce8484438&fccid=61f4d38a128b6069&vjs=3
Analista de Pesquisa Operacional,UELLO,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=1777f0794bbd2f50&fccid=9a56ad0fbe33688b&vjs=3
Desenvolvedor Back End - Python | SQL (PJ),Mayo Consultoria,"Home office in São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=d11b8625a55451a2&fccid=d6b954c45234a692&vjs=3
Desenvolvedor(a) de Sistemas Junior,Körber Supply Chain LATAM,Home office,Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=13b56529c46b9e52&fccid=59cc8d4214c6570d&vjs=3
DevSecOps - Ecommerce,Lojas Renner,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=41a361e2f55fc133&fccid=0421650f9c724b35&vjs=3
Analista de Qualidade de Software Pl,Smart NX,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=98949a9fb1174e67&fccid=50723f1995dcb248&vjs=3
Backend Engineer - Node & TypeScript - Senior | Foxbit,Red Pill RH,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=31eb19999346d9a3&fccid=3c89af9be02f6666&vjs=3
Data Scientist,International Flavors & Fragrances,"Alphaville, SP",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=b5411cb099d46e8b&fccid=87c08f0984b02c4c&vjs=3
Analista,Curriculum.com.br,,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=de11ad5c2f037591&fccid=22d7ce555383096d&vjs=3
Desenvolvedor(a) PHP,Não encontrada,Home office,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=6004adb38c3e95bd&fccid=dd616958bd9ddc12&vjs=3
Analista Digital,Mobi2buy,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=46096e27bbdf078b&fccid=6c13fbcd42a2212d&vjs=3
Estágio Desenvolvimento de Software,Alta Rail Technology,"Home office temporário in Colombo, PR",EmployerAtiva 2 dias atrás,https://br.indeed.com/company/Alta-Rail-Technology/jobs/Est%C3%A1gio-Desenvolvimento-Software-fb246341fe784456?fccid=a75a2e05a5196894&vjs=3
"Desenvolvedor de Software (Python, Power BI, Sistemas Embarcados)",Turing.com,Home office,EmployerAtiva 17 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Software-fa2fc0e7ca281f16?fccid=a2e0cbec0b626661&vjs=3
Pessoa Engenheira de Software (Python) SR,Vem ser CESAR!,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ec391f02bee1b2a8&fccid=dd616958bd9ddc12&vjs=3
"Engenheiro de Software (Unix, C++, e Python)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Engenheiro-Software-0c348016285f0c4b?fccid=a2e0cbec0b626661&vjs=3
Especialista em Modelagem Estatística (Crédito) | REALIZE,REALIZE CFI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9daecd4d0780825e&fccid=e4bcb81ca9203d45&vjs=3
Anl Tec e Operações Senior (Telemetria de Motores),Santander Brasil,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=5006341ad845493a&fccid=e57a47a3d1d90e39&vjs=3
Engineering Manager - Software Operator Tech (Python/Kubernetes),Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=411b2ff8b1c0d4af&fccid=d40b824c7b625849&vjs=3
Analista de Engenharia de Manufatura Pl,Neodent,"Curitiba, PR",PostedHoje,https://br.indeed.com/rc/clk?jk=79bb2e9a3f470fd3&fccid=688d194ca64ee671&vjs=3
ESTÁGIO PLANEJAMENTO FINANCEIRO E INTELIGÊNCIA DE MERCADO,Cogna,"São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=6e1012b125a11058&fccid=2e794fb1ba5872f8&vjs=3
Cientista de Dados SR,SiDi,"Recife, PE",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f712f955fe04144d&fccid=d944f1c7c41daa58&vjs=3
Staff Data Insights Full-Stack Python Engineer,Cloudbeds,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=74e3e4fc4488179a&fccid=88eab84b819c38e8&vjs=3
"Desenvolvedor de Software (Java, C/C++, C#, Python, JavaScript e Kotlin)",Turing.com,Home office,Postedhá 4 dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Software-c496e97d352ec6ac?fccid=a2e0cbec0b626661&vjs=3
Product Manager Sênior (Crédito Pessoal),will bank,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2884def272c71416&fccid=6f87f0f19f9e71be&vjs=3
Analista de BI,INVICTUS Tactical,"Palhoça, SC",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=6f6142050ae1b2e1&fccid=6d7c3d8dc29f0aec&vjs=3
Desenvolvedor(a) Back-End – (Python ) Pleno,ONOVOLAB TALENTS,"São Carlos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1dcaaa28631f3748&fccid=7abfc9653f7ef32d&vjs=3
Estágio,Ritmo Comercializadora de Energia,"Curitiba, PR",EmployerAtiva 15 dias atrás,https://br.indeed.com/company/Ritmo-Comercializadora-de-Energia/jobs/Est%C3%A1gio-7f8b9261944124ef?fccid=5878ec1f3dba8e62&vjs=3
Heavy Duty Vehicles Associate Researcher (São Paulo),International Council on Clean Transportation,"São Paulo, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=5aad6dc0ed1a9629&fccid=824b3c077b5b0fac&vjs=3
